Date,Month,Day,Hour_Ending,Index,Value
2022-03-13 19:00:00,3,13,20,31320,0
2022-03-13 20:00:00,3,13,21,31321,0
2022-03-13 21:00:00,3,13,22,31322,0
2022-03-13 22:00:00,3,13,23,31323,0
2022-03-13 23:00:00,3,13,24,31324,0
2022-03-14 00:00:00,3,14,1,31401,0
2022-03-14 01:00:00,3,14,2,31402,0
2022-03-14 02:00:00,3,14,3,31403,0
2022-03-14 03:00:00,3,14,4,31404,0
2022-03-14 04:00:00,3,14,5,31405,0
2022-03-14 05:00:00,3,14,6,31406,0.024
2022-03-14 06:00:00,3,14,7,31407,0.609
2022-03-14 07:00:00,3,14,8,31408,2.319
2022-03-14 08:00:00,3,14,9,31409,4.674
2022-03-14 09:00:00,3,14,10,31410,7.161
2022-03-14 10:00:00,3,14,11,31411,9.255
2022-03-14 11:00:00,3,14,12,31412,10.5
2022-03-14 12:00:00,3,14,13,31413,10.626
2022-03-14 13:00:00,3,14,14,31414,9.585
2022-03-14 14:00:00,3,14,15,31415,7.581
2022-03-14 15:00:00,3,14,16,31416,5.01
2022-03-14 16:00:00,3,14,17,31417,2.394
2022-03-14 17:00:00,3,14,18,31418,0.414
2022-03-14 18:00:00,3,14,19,31419,0
2022-03-14 19:00:00,3,14,20,31420,0
2022-03-14 20:00:00,3,14,21,31421,0
2022-03-14 21:00:00,3,14,22,31422,0
2022-03-14 22:00:00,3,14,23,31423,0
2022-03-14 23:00:00,3,14,24,31424,0
2022-03-15 00:00:00,3,15,1,31501,0
2022-03-15 01:00:00,3,15,2,31502,0
2022-03-15 02:00:00,3,15,3,31503,0
2022-03-15 03:00:00,3,15,4,31504,0
2022-03-15 04:00:00,3,15,5,31505,0
2022-03-15 05:00:00,3,15,6,31506,0.024
2022-03-15 06:00:00,3,15,7,31507,0.609
2022-03-15 07:00:00,3,15,8,31508,2.319
2022-03-15 08:00:00,3,15,9,31509,4.674
2022-03-15 09:00:00,3,15,10,31510,7.161
2022-03-15 10:00:00,3,15,11,31511,9.255
2022-03-15 11:00:00,3,15,12,31512,10.5
2022-03-15 12:00:00,3,15,13,31513,10.626
2022-03-15 13:00:00,3,15,14,31514,9.585
2022-03-15 14:00:00,3,15,15,31515,7.581
2022-03-15 15:00:00,3,15,16,31516,5.01
2022-03-15 16:00:00,3,15,17,31517,2.394
2022-03-15 17:00:00,3,15,18,31518,0.414
2022-03-15 18:00:00,3,15,19,31519,0
2022-03-15 19:00:00,3,15,20,31520,0
2022-03-15 20:00:00,3,15,21,31521,0
2022-03-15 21:00:00,3,15,22,31522,0
2022-03-15 22:00:00,3,15,23,31523,0
2022-03-15 23:00:00,3,15,24,31524,0
2022-03-16 00:00:00,3,16,1,31601,0
2022-03-16 01:00:00,3,16,2,31602,0
2022-03-16 02:00:00,3,16,3,31603,0
2022-03-16 03:00:00,3,16,4,31604,0
2022-03-16 04:00:00,3,16,5,31605,0
2022-03-16 05:00:00,3,16,6,31606,0.024
2022-03-16 06:00:00,3,16,7,31607,0.609
2022-03-16 07:00:00,3,16,8,31608,2.319
2022-03-16 08:00:00,3,16,9,31609,4.674
2022-03-16 09:00:00,3,16,10,31610,7.161
2022-03-16 10:00:00,3,16,11,31611,9.255
2022-03-16 11:00:00,3,16,12,31612,10.5
2022-03-16 12:00:00,3,16,13,31613,10.626
2022-03-16 13:00:00,3,16,14,31614,9.585
2022-03-16 14:00:00,3,16,15,31615,7.581
2022-03-16 15:00:00,3,16,16,31616,5.01
2022-03-16 16:00:00,3,16,17,31617,2.394
2022-03-16 17:00:00,3,16,18,31618,0.414
2022-03-16 18:00:00,3,16,19,31619,0
2022-03-16 19:00:00,3,16,20,31620,0
2022-03-16 20:00:00,3,16,21,31621,0
2022-03-16 21:00:00,3,16,22,31622,0
2022-03-16 22:00:00,3,16,23,31623,0
2022-03-16 23:00:00,3,16,24,31624,0
2022-03-17 00:00:00,3,17,1,31701,0
2022-03-17 01:00:00,3,17,2,31702,0
2022-03-17 02:00:00,3,17,3,31703,0
2022-03-17 03:00:00,3,17,4,31704,0
2022-03-17 04:00:00,3,17,5,31705,0
2022-03-17 05:00:00,3,17,6,31706,0.024
2022-03-17 06:00:00,3,17,7,31707,0.609
2022-03-17 07:00:00,3,17,8,31708,2.319
2022-03-17 08:00:00,3,17,9,31709,4.674
2022-03-17 09:00:00,3,17,10,31710,7.161
2022-03-17 10:00:00,3,17,11,31711,9.255
2022-03-17 11:00:00,3,17,12,31712,10.5
2022-03-17 12:00:00,3,17,13,31713,10.626
2022-03-17 13:00:00,3,17,14,31714,9.585
2022-03-17 14:00:00,3,17,15,31715,7.581
2022-03-17 15:00:00,3,17,16,31716,5.01
2022-03-17 16:00:00,3,17,17,31717,2.394
2022-03-17 17:00:00,3,17,18,31718,0.414
2022-03-17 18:00:00,3,17,19,31719,0
2022-03-17 19:00:00,3,17,20,31720,0
2022-03-17 20:00:00,3,17,21,31721,0
2022-03-17 21:00:00,3,17,22,31722,0
2022-03-17 22:00:00,3,17,23,31723,0
2022-03-17 23:00:00,3,17,24,31724,0
2022-03-18 00:00:00,3,18,1,31801,0
2022-03-18 01:00:00,3,18,2,31802,0
2022-03-18 02:00:00,3,18,3,31803,0
2022-03-18 03:00:00,3,18,4,31804,0
2022-03-18 04:00:00,3,18,5,31805,0
2022-03-18 05:00:00,3,18,6,31806,0.024
2022-03-18 06:00:00,3,18,7,31807,0.609
2022-03-18 07:00:00,3,18,8,31808,2.319
2022-03-18 08:00:00,3,18,9,31809,4.674
2022-03-18 09:00:00,3,18,10,31810,7.161
2022-03-18 10:00:00,3,18,11,31811,9.255
2022-03-18 11:00:00,3,18,12,31812,10.5
2022-03-18 12:00:00,3,18,13,31813,10.626
2022-03-18 13:00:00,3,18,14,31814,9.585
2022-03-18 14:00:00,3,18,15,31815,7.581
2022-03-18 15:00:00,3,18,16,31816,5.01
2022-03-18 16:00:00,3,18,17,31817,2.394
2022-03-18 17:00:00,3,18,18,31818,0.414
2022-03-18 18:00:00,3,18,19,31819,0
2022-03-18 19:00:00,3,18,20,31820,0
2022-03-18 20:00:00,3,18,21,31821,0
2022-03-18 21:00:00,3,18,22,31822,0
2022-03-18 22:00:00,3,18,23,31823,0
2022-03-18 23:00:00,3,18,24,31824,0
2022-03-19 00:00:00,3,19,1,31901,0
2022-03-19 01:00:00,3,19,2,31902,0
2022-03-19 02:00:00,3,19,3,31903,0
2022-03-19 03:00:00,3,19,4,31904,0
2022-03-19 04:00:00,3,19,5,31905,0
2022-03-19 05:00:00,3,19,6,31906,0.024
2022-03-19 06:00:00,3,19,7,31907,0.609
2022-03-19 07:00:00,3,19,8,31908,2.319
2022-03-19 08:00:00,3,19,9,31909,4.674
2022-03-19 09:00:00,3,19,10,31910,7.161
2022-03-19 10:00:00,3,19,11,31911,9.255
2022-03-19 11:00:00,3,19,12,31912,10.5
2022-03-19 12:00:00,3,19,13,31913,10.626
2022-03-19 13:00:00,3,19,14,31914,9.585
2022-03-19 14:00:00,3,19,15,31915,7.581
2022-03-19 15:00:00,3,19,16,31916,5.01
2022-03-19 16:00:00,3,19,17,31917,2.394
2022-03-19 17:00:00,3,19,18,31918,0.414
2022-03-19 18:00:00,3,19,19,31919,0
2022-03-19 19:00:00,3,19,20,31920,0
2022-03-19 20:00:00,3,19,21,31921,0
2022-03-19 21:00:00,3,19,22,31922,0
2022-03-19 22:00:00,3,19,23,31923,0
2022-03-19 23:00:00,3,19,24,31924,0
2022-03-20 00:00:00,3,20,1,32001,0
2022-03-20 01:00:00,3,20,2,32002,0
2022-03-20 02:00:00,3,20,3,32003,0
2022-03-20 03:00:00,3,20,4,32004,0
2022-03-20 04:00:00,3,20,5,32005,0
2022-03-20 05:00:00,3,20,6,32006,0.024
2022-03-20 06:00:00,3,20,7,32007,0.609
2022-03-20 07:00:00,3,20,8,32008,2.319
2022-03-20 08:00:00,3,20,9,32009,4.674
2022-03-20 09:00:00,3,20,10,32010,7.161
2022-03-20 10:00:00,3,20,11,32011,9.255
2022-03-20 11:00:00,3,20,12,32012,10.5
2022-03-20 12:00:00,3,20,13,32013,10.626
2022-03-20 13:00:00,3,20,14,32014,9.585
2022-03-20 14:00:00,3,20,15,32015,7.581
2022-03-20 15:00:00,3,20,16,32016,5.01
2022-03-20 16:00:00,3,20,17,32017,2.394
2022-03-20 17:00:00,3,20,18,32018,0.414
2022-03-20 18:00:00,3,20,19,32019,0
2022-03-20 19:00:00,3,20,20,32020,0
2022-03-20 20:00:00,3,20,21,32021,0
2022-03-20 21:00:00,3,20,22,32022,0
2022-03-20 22:00:00,3,20,23,32023,0
2022-03-20 23:00:00,3,20,24,32024,0
2022-03-21 00:00:00,3,21,1,32101,0
2022-03-21 01:00:00,3,21,2,32102,0
2022-03-21 02:00:00,3,21,3,32103,0
2022-03-21 03:00:00,3,21,4,32104,0
2022-03-21 04:00:00,3,21,5,32105,0
2022-03-21 05:00:00,3,21,6,32106,0.024
2022-03-21 06:00:00,3,21,7,32107,0.609
2022-03-21 07:00:00,3,21,8,32108,2.319
2022-03-21 08:00:00,3,21,9,32109,4.674
2022-03-21 09:00:00,3,21,10,32110,7.161
2022-03-21 10:00:00,3,21,11,32111,9.255
2022-03-21 11:00:00,3,21,12,32112,10.5
2022-03-21 12:00:00,3,21,13,32113,10.626
2022-03-21 13:00:00,3,21,14,32114,9.585
2022-03-21 14:00:00,3,21,15,32115,7.581
2022-03-21 15:00:00,3,21,16,32116,5.01
2022-03-21 16:00:00,3,21,17,32117,2.394
2022-03-21 17:00:00,3,21,18,32118,0.414
2022-03-21 18:00:00,3,21,19,32119,0
2022-03-21 19:00:00,3,21,20,32120,0
2022-03-21 20:00:00,3,21,21,32121,0
2022-03-21 21:00:00,3,21,22,32122,0
2022-03-21 22:00:00,3,21,23,32123,0
2022-03-21 23:00:00,3,21,24,32124,0
2022-03-22 00:00:00,3,22,1,32201,0
2022-03-22 01:00:00,3,22,2,32202,0
2022-03-22 02:00:00,3,22,3,32203,0
2022-03-22 03:00:00,3,22,4,32204,0
2022-03-22 04:00:00,3,22,5,32205,0
2022-03-22 05:00:00,3,22,6,32206,0.024
2022-03-22 06:00:00,3,22,7,32207,0.609
2022-03-22 07:00:00,3,22,8,32208,2.319
2022-03-22 08:00:00,3,22,9,32209,4.674
2022-03-22 09:00:00,3,22,10,32210,7.161
2022-03-22 10:00:00,3,22,11,32211,9.255
2022-03-22 11:00:00,3,22,12,32212,10.5
2022-03-22 12:00:00,3,22,13,32213,10.626
2022-03-22 13:00:00,3,22,14,32214,9.585
2022-03-22 14:00:00,3,22,15,32215,7.581
2022-03-22 15:00:00,3,22,16,32216,5.01
2022-03-22 16:00:00,3,22,17,32217,2.394
2022-03-22 17:00:00,3,22,18,32218,0.414
2022-03-22 18:00:00,3,22,19,32219,0
2022-03-22 19:00:00,3,22,20,32220,0
2022-03-22 20:00:00,3,22,21,32221,0
2022-03-22 21:00:00,3,22,22,32222,0
2022-03-22 22:00:00,3,22,23,32223,0
2022-03-22 23:00:00,3,22,24,32224,0
2022-03-23 00:00:00,3,23,1,32301,0
2022-03-23 01:00:00,3,23,2,32302,0
2022-03-23 02:00:00,3,23,3,32303,0
2022-03-23 03:00:00,3,23,4,32304,0
2022-03-23 04:00:00,3,23,5,32305,0
2022-03-23 05:00:00,3,23,6,32306,0.024
2022-03-23 06:00:00,3,23,7,32307,0.609
2022-03-23 07:00:00,3,23,8,32308,2.319
2022-03-23 08:00:00,3,23,9,32309,4.674
2022-03-23 09:00:00,3,23,10,32310,7.161
2022-03-23 10:00:00,3,23,11,32311,9.255
2022-03-23 11:00:00,3,23,12,32312,10.5
2022-03-23 12:00:00,3,23,13,32313,10.626
2022-03-23 13:00:00,3,23,14,32314,9.585
2022-03-23 14:00:00,3,23,15,32315,7.581
2022-03-23 15:00:00,3,23,16,32316,5.01
2022-03-23 16:00:00,3,23,17,32317,2.394
2022-03-23 17:00:00,3,23,18,32318,0.414
2022-03-23 18:00:00,3,23,19,32319,0
2022-03-23 19:00:00,3,23,20,32320,0
2022-03-23 20:00:00,3,23,21,32321,0
2022-03-23 21:00:00,3,23,22,32322,0
2022-03-23 22:00:00,3,23,23,32323,0
2022-03-23 23:00:00,3,23,24,32324,0
2022-03-24 00:00:00,3,24,1,32401,0
2022-03-24 01:00:00,3,24,2,32402,0
2022-03-24 02:00:00,3,24,3,32403,0
2022-03-24 03:00:00,3,24,4,32404,0
2022-03-24 04:00:00,3,24,5,32405,0
2022-03-24 05:00:00,3,24,6,32406,0.024
2022-03-24 06:00:00,3,24,7,32407,0.609
2022-03-24 07:00:00,3,24,8,32408,2.319
2022-03-24 08:00:00,3,24,9,32409,4.674
2022-03-24 09:00:00,3,24,10,32410,7.161
2022-03-24 10:00:00,3,24,11,32411,9.255
2022-03-24 11:00:00,3,24,12,32412,10.5
2022-03-24 12:00:00,3,24,13,32413,10.626
2022-03-24 13:00:00,3,24,14,32414,9.585
2022-03-24 14:00:00,3,24,15,32415,7.581
2022-03-24 15:00:00,3,24,16,32416,5.01
2022-03-24 16:00:00,3,24,17,32417,2.394
2022-03-24 17:00:00,3,24,18,32418,0.414
2022-03-24 18:00:00,3,24,19,32419,0
2022-03-24 19:00:00,3,24,20,32420,0
2022-03-24 20:00:00,3,24,21,32421,0
2022-03-24 21:00:00,3,24,22,32422,0
2022-03-24 22:00:00,3,24,23,32423,0
2022-03-24 23:00:00,3,24,24,32424,0
2022-03-25 00:00:00,3,25,1,32501,0
2022-03-25 01:00:00,3,25,2,32502,0
2022-03-25 02:00:00,3,25,3,32503,0
2022-03-25 03:00:00,3,25,4,32504,0
2022-03-25 04:00:00,3,25,5,32505,0
2022-03-25 05:00:00,3,25,6,32506,0.024
2022-03-25 06:00:00,3,25,7,32507,0.609
2022-03-25 07:00:00,3,25,8,32508,2.319
2022-03-25 08:00:00,3,25,9,32509,4.674
2022-03-25 09:00:00,3,25,10,32510,7.161
2022-03-25 10:00:00,3,25,11,32511,9.255
2022-03-25 11:00:00,3,25,12,32512,10.5
2022-03-25 12:00:00,3,25,13,32513,10.626
2022-03-25 13:00:00,3,25,14,32514,9.585
2022-03-25 14:00:00,3,25,15,32515,7.581
2022-03-25 15:00:00,3,25,16,32516,5.01
2022-03-25 16:00:00,3,25,17,32517,2.394
2022-03-25 17:00:00,3,25,18,32518,0.414
2022-03-25 18:00:00,3,25,19,32519,0
2022-03-25 19:00:00,3,25,20,32520,0
2022-03-25 20:00:00,3,25,21,32521,0
2022-03-25 21:00:00,3,25,22,32522,0
2022-03-25 22:00:00,3,25,23,32523,0
2022-03-25 23:00:00,3,25,24,32524,0
2022-03-26 00:00:00,3,26,1,32601,0
2022-03-26 01:00:00,3,26,2,32602,0
2022-03-26 02:00:00,3,26,3,32603,0
2022-03-26 03:00:00,3,26,4,32604,0
2022-03-26 04:00:00,3,26,5,32605,0
2022-03-26 05:00:00,3,26,6,32606,0.024
2022-03-26 06:00:00,3,26,7,32607,0.609
2022-03-26 07:00:00,3,26,8,32608,2.319
2022-03-26 08:00:00,3,26,9,32609,4.674
2022-03-26 09:00:00,3,26,10,32610,7.161
2022-03-26 10:00:00,3,26,11,32611,9.255
2022-03-26 11:00:00,3,26,12,32612,10.5
2022-03-26 12:00:00,3,26,13,32613,10.626
2022-03-26 13:00:00,3,26,14,32614,9.585
2022-03-26 14:00:00,3,26,15,32615,7.581
2022-03-26 15:00:00,3,26,16,32616,5.01
2022-03-26 16:00:00,3,26,17,32617,2.394
2022-03-26 17:00:00,3,26,18,32618,0.414
2022-03-26 18:00:00,3,26,19,32619,0
2022-03-26 19:00:00,3,26,20,32620,0
2022-03-26 20:00:00,3,26,21,32621,0
2022-03-26 21:00:00,3,26,22,32622,0
2022-03-26 22:00:00,3,26,23,32623,0
2022-03-26 23:00:00,3,26,24,32624,0
2022-03-27 00:00:00,3,27,1,32701,0
2022-03-27 01:00:00,3,27,2,32702,0
2022-03-27 02:00:00,3,27,3,32703,0
2022-03-27 03:00:00,3,27,4,32704,0
2022-03-27 04:00:00,3,27,5,32705,0
2022-03-27 05:00:00,3,27,6,32706,0.024
2022-03-27 06:00:00,3,27,7,32707,0.609
2022-03-27 07:00:00,3,27,8,32708,2.319
2022-03-27 08:00:00,3,27,9,32709,4.674
2022-03-27 09:00:00,3,27,10,32710,7.161
2022-03-27 10:00:00,3,27,11,32711,9.255
2022-03-27 11:00:00,3,27,12,32712,10.5
2022-03-27 12:00:00,3,27,13,32713,10.626
2022-03-27 13:00:00,3,27,14,32714,9.585
2022-03-27 14:00:00,3,27,15,32715,7.581
2022-03-27 15:00:00,3,27,16,32716,5.01
2022-03-27 16:00:00,3,27,17,32717,2.394
2022-03-27 17:00:00,3,27,18,32718,0.414
2022-03-27 18:00:00,3,27,19,32719,0
2022-03-27 19:00:00,3,27,20,32720,0
2022-03-27 20:00:00,3,27,21,32721,0
2022-03-27 21:00:00,3,27,22,32722,0
2022-03-27 22:00:00,3,27,23,32723,0
2022-03-27 23:00:00,3,27,24,32724,0
2022-03-28 00:00:00,3,28,1,32801,0
2022-03-28 01:00:00,3,28,2,32802,0
2022-03-28 02:00:00,3,28,3,32803,0
2022-03-28 03:00:00,3,28,4,32804,0
2022-03-28 04:00:00,3,28,5,32805,0
2022-03-28 05:00:00,3,28,6,32806,0.024
2022-03-28 06:00:00,3,28,7,32807,0.609
2022-03-28 07:00:00,3,28,8,32808,2.319
2022-03-28 08:00:00,3,28,9,32809,4.674
2022-03-28 09:00:00,3,28,10,32810,7.161
2022-03-28 10:00:00,3,28,11,32811,9.255
2022-03-28 11:00:00,3,28,12,32812,10.5
2022-03-28 12:00:00,3,28,13,32813,10.626
2022-03-28 13:00:00,3,28,14,32814,9.585
2022-03-28 14:00:00,3,28,15,32815,7.581
2022-03-28 15:00:00,3,28,16,32816,5.01
2022-03-28 16:00:00,3,28,17,32817,2.394
2022-03-28 17:00:00,3,28,18,32818,0.414
2022-03-28 18:00:00,3,28,19,32819,0
2022-03-28 19:00:00,3,28,20,32820,0
2022-03-28 20:00:00,3,28,21,32821,0
2022-03-28 21:00:00,3,28,22,32822,0
2022-03-28 22:00:00,3,28,23,32823,0
2022-03-28 23:00:00,3,28,24,32824,0
2022-03-29 00:00:00,3,29,1,32901,0
2022-03-29 01:00:00,3,29,2,32902,0
2022-03-29 02:00:00,3,29,3,32903,0
2022-03-29 03:00:00,3,29,4,32904,0
2022-03-29 04:00:00,3,29,5,32905,0
2022-03-29 05:00:00,3,29,6,32906,0.024
2022-03-29 06:00:00,3,29,7,32907,0.609
2022-03-29 07:00:00,3,29,8,32908,2.319
2022-03-29 08:00:00,3,29,9,32909,4.674
2022-03-29 09:00:00,3,29,10,32910,7.161
2022-03-29 10:00:00,3,29,11,32911,9.255
2022-03-29 11:00:00,3,29,12,32912,10.5
2022-03-29 12:00:00,3,29,13,32913,10.626
2022-03-29 13:00:00,3,29,14,32914,9.585
2022-03-29 14:00:00,3,29,15,32915,7.581
2022-03-29 15:00:00,3,29,16,32916,5.01
2022-03-29 16:00:00,3,29,17,32917,2.394
2022-03-29 17:00:00,3,29,18,32918,0.414
2022-03-29 18:00:00,3,29,19,32919,0
2022-03-29 19:00:00,3,29,20,32920,0
2022-03-29 20:00:00,3,29,21,32921,0
2022-03-29 21:00:00,3,29,22,32922,0
2022-03-29 22:00:00,3,29,23,32923,0
2022-03-29 23:00:00,3,29,24,32924,0
2022-03-30 00:00:00,3,30,1,33001,0
2022-03-30 01:00:00,3,30,2,33002,0
2022-03-30 02:00:00,3,30,3,33003,0
2022-03-30 03:00:00,3,30,4,33004,0
2022-03-30 04:00:00,3,30,5,33005,0
2022-03-30 05:00:00,3,30,6,33006,0.024
2022-03-30 06:00:00,3,30,7,33007,0.609
2022-03-30 07:00:00,3,30,8,33008,2.319
2022-03-30 08:00:00,3,30,9,33009,4.674
2022-03-30 09:00:00,3,30,10,33010,7.161
2022-03-30 10:00:00,3,30,11,33011,9.255
2022-03-30 11:00:00,3,30,12,33012,10.5
2022-03-30 12:00:00,3,30,13,33013,10.626
2022-03-30 13:00:00,3,30,14,33014,9.585
2022-03-30 14:00:00,3,30,15,33015,7.581
2022-03-30 15:00:00,3,30,16,33016,5.01
2022-03-30 16:00:00,3,30,17,33017,2.394
2022-03-30 17:00:00,3,30,18,33018,0.414
2022-03-30 18:00:00,3,30,19,33019,0
2022-03-30 19:00:00,3,30,20,33020,0
2022-03-30 20:00:00,3,30,21,33021,0
2022-03-30 21:00:00,3,30,22,33022,0
2022-03-30 22:00:00,3,30,23,33023,0
2022-03-30 23:00:00,3,30,24,33024,0
2022-03-31 00:00:00,3,31,1,33101,0
2022-03-31 01:00:00,3,31,2,33102,0
2022-03-31 02:00:00,3,31,3,33103,0
2022-03-31 03:00:00,3,31,4,33104,0
2022-03-31 04:00:00,3,31,5,33105,0
2022-03-31 05:00:00,3,31,6,33106,0.024
2022-03-31 06:00:00,3,31,7,33107,0.609
2022-03-31 07:00:00,3,31,8,33108,2.319
2022-03-31 08:00:00,3,31,9,33109,4.674
2022-03-31 09:00:00,3,31,10,33110,7.161
2022-03-31 10:00:00,3,31,11,33111,9.255
2022-03-31 11:00:00,3,31,12,33112,10.5
2022-03-31 12:00:00,3,31,13,33113,10.626
2022-03-31 13:00:00,3,31,14,33114,9.585
2022-03-31 14:00:00,3,31,15,33115,7.581
2022-03-31 15:00:00,3,31,16,33116,5.01
2022-03-31 16:00:00,3,31,17,33117,2.394
2022-03-31 17:00:00,3,31,18,33118,0.414
2022-03-31 18:00:00,3,31,19,33119,0
2022-03-31 19:00:00,3,31,20,33120,0
2022-03-31 20:00:00,3,31,21,33121,0
2022-03-31 21:00:00,3,31,22,33122,0
2022-03-31 22:00:00,3,31,23,33123,0
2022-03-31 23:00:00,3,31,24,33124,0
2022-04-01 00:00:00,4,1,1,40101,0
2022-04-01 01:00:00,4,1,2,40102,0
2022-04-01 02:00:00,4,1,3,40103,0
2022-04-01 03:00:00,4,1,4,40104,0
2022-04-01 04:00:00,4,1,5,40105,0
2022-04-01 05:00:00,4,1,6,40106,0.012
2022-04-01 06:00:00,4,1,7,40107,0.462
2022-04-01 07:00:00,4,1,8,40108,1.947
2022-04-01 08:00:00,4,1,9,40109,4.257
2022-04-01 09:00:00,4,1,10,40110,6.984
2022-04-01 10:00:00,4,1,11,40111,9.636
2022-04-01 11:00:00,4,1,12,40112,11.742
2022-04-01 12:00:00,4,1,13,40113,12.924
2022-04-01 13:00:00,4,1,14,40114,12.963
2022-04-01 14:00:00,4,1,15,40115,11.847
2022-04-01 15:00:00,4,1,16,40116,9.765
2022-04-01 16:00:00,4,1,17,40117,7.08
2022-04-01 17:00:00,4,1,18,40118,4.254
2022-04-01 18:00:00,4,1,19,40119,1.782
2022-04-01 19:00:00,4,1,20,40120,0.228
2022-04-01 20:00:00,4,1,21,40121,0
2022-04-01 21:00:00,4,1,22,40122,0
2022-04-01 22:00:00,4,1,23,40123,0
2022-04-01 23:00:00,4,1,24,40124,0
2022-04-02 00:00:00,4,2,1,40201,0
2022-04-02 01:00:00,4,2,2,40202,0
2022-04-02 02:00:00,4,2,3,40203,0
2022-04-02 03:00:00,4,2,4,40204,0
2022-04-02 04:00:00,4,2,5,40205,0
2022-04-02 05:00:00,4,2,6,40206,0.012
2022-04-02 06:00:00,4,2,7,40207,0.462
2022-04-02 07:00:00,4,2,8,40208,1.947
2022-04-02 08:00:00,4,2,9,40209,4.257
2022-04-02 09:00:00,4,2,10,40210,6.984
2022-04-02 10:00:00,4,2,11,40211,9.636
2022-04-02 11:00:00,4,2,12,40212,11.742
2022-04-02 12:00:00,4,2,13,40213,12.924
2022-04-02 13:00:00,4,2,14,40214,12.963
2022-04-02 14:00:00,4,2,15,40215,11.847
2022-04-02 15:00:00,4,2,16,40216,9.765
2022-04-02 16:00:00,4,2,17,40217,7.08
2022-04-02 17:00:00,4,2,18,40218,4.254
2022-04-02 18:00:00,4,2,19,40219,1.782
2022-04-02 19:00:00,4,2,20,40220,0.228
2022-04-02 20:00:00,4,2,21,40221,0
2022-04-02 21:00:00,4,2,22,40222,0
2022-04-02 22:00:00,4,2,23,40223,0
2022-04-02 23:00:00,4,2,24,40224,0
2022-04-03 00:00:00,4,3,1,40301,0
2022-04-03 01:00:00,4,3,2,40302,0
2022-04-03 02:00:00,4,3,3,40303,0
2022-04-03 03:00:00,4,3,4,40304,0
2022-04-03 04:00:00,4,3,5,40305,0
2022-04-03 05:00:00,4,3,6,40306,0.012
2022-04-03 06:00:00,4,3,7,40307,0.462
2022-04-03 07:00:00,4,3,8,40308,1.947
2022-04-03 08:00:00,4,3,9,40309,4.257
2022-04-03 09:00:00,4,3,10,40310,6.984
2022-04-03 10:00:00,4,3,11,40311,9.636
2022-04-03 11:00:00,4,3,12,40312,11.742
2022-04-03 12:00:00,4,3,13,40313,12.924
2022-04-03 13:00:00,4,3,14,40314,12.963
2022-04-03 14:00:00,4,3,15,40315,11.847
2022-04-03 15:00:00,4,3,16,40316,9.765
2022-04-03 16:00:00,4,3,17,40317,7.08
2022-04-03 17:00:00,4,3,18,40318,4.254
2022-04-03 18:00:00,4,3,19,40319,1.782
2022-04-03 19:00:00,4,3,20,40320,0.228
2022-04-03 20:00:00,4,3,21,40321,0
2022-04-03 21:00:00,4,3,22,40322,0
2022-04-03 22:00:00,4,3,23,40323,0
2022-04-03 23:00:00,4,3,24,40324,0
2022-04-04 00:00:00,4,4,1,40401,0
2022-04-04 01:00:00,4,4,2,40402,0
2022-04-04 02:00:00,4,4,3,40403,0
2022-04-04 03:00:00,4,4,4,40404,0
2022-04-04 04:00:00,4,4,5,40405,0
2022-04-04 05:00:00,4,4,6,40406,0.012
2022-04-04 06:00:00,4,4,7,40407,0.462
2022-04-04 07:00:00,4,4,8,40408,1.947
2022-04-04 08:00:00,4,4,9,40409,4.257
2022-04-04 09:00:00,4,4,10,40410,6.984
2022-04-04 10:00:00,4,4,11,40411,9.636
2022-04-04 11:00:00,4,4,12,40412,11.742
2022-04-04 12:00:00,4,4,13,40413,12.924
2022-04-04 13:00:00,4,4,14,40414,12.963
2022-04-04 14:00:00,4,4,15,40415,11.847
2022-04-04 15:00:00,4,4,16,40416,9.765
2022-04-04 16:00:00,4,4,17,40417,7.08
2022-04-04 17:00:00,4,4,18,40418,4.254
2022-04-04 18:00:00,4,4,19,40419,1.782
2022-04-04 19:00:00,4,4,20,40420,0.228
2022-04-04 20:00:00,4,4,21,40421,0
2022-04-04 21:00:00,4,4,22,40422,0
2022-04-04 22:00:00,4,4,23,40423,0
2022-04-04 23:00:00,4,4,24,40424,0
2022-04-05 00:00:00,4,5,1,40501,0
2022-04-05 01:00:00,4,5,2,40502,0
2022-04-05 02:00:00,4,5,3,40503,0
2022-04-05 03:00:00,4,5,4,40504,0
2022-04-05 04:00:00,4,5,5,40505,0
2022-04-05 05:00:00,4,5,6,40506,0.012
2022-04-05 06:00:00,4,5,7,40507,0.462
2022-04-05 07:00:00,4,5,8,40508,1.947
2022-04-05 08:00:00,4,5,9,40509,4.257
2022-04-05 09:00:00,4,5,10,40510,6.984
2022-04-05 10:00:00,4,5,11,40511,9.636
2022-04-05 11:00:00,4,5,12,40512,11.742
2022-04-05 12:00:00,4,5,13,40513,12.924
2022-04-05 13:00:00,4,5,14,40514,12.963
2022-04-05 14:00:00,4,5,15,40515,11.847
2022-04-05 15:00:00,4,5,16,40516,9.765
2022-04-05 16:00:00,4,5,17,40517,7.08
2022-04-05 17:00:00,4,5,18,40518,4.254
2022-04-05 18:00:00,4,5,19,40519,1.782
2022-04-05 19:00:00,4,5,20,40520,0.228
2022-04-05 20:00:00,4,5,21,40521,0
2022-04-05 21:00:00,4,5,22,40522,0
2022-04-05 22:00:00,4,5,23,40523,0
